catalog_model_id,site_no,station_name,production_gis_channel,v3_gis_channel,same_gis_as_production,v1b_nhdplusid,mapping_method,assignment_class,calibration_eligible,swat_nhd_ratio,notes
03100101,02295521,LT CHARLIE CR BL PARKER BRANCH NR BOWLING GREEN FL,1044,3144,False,15000700071156,exact_crosswalk,tributary_clean,True,1.0076981893328805,
03100101,02295580,LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL,695,686,False,15000700034312,downstream_replacement,tributary_clean,True,1.196972476960713,Mapped at downstream step 1 to NHD 15000700022326 (ref 15000700034312).
03100101,02295607,PEACE R AT WAUCHULA FL,281,281,True,15000700046526,exact_crosswalk,mainstem_known_nhd_offset,True,1.1579674688011392,
03100101,02295637,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",269,269,True,15000700022140,exact_crosswalk,mainstem_known_nhd_offset,True,1.155657390327197,
03100101,02295755,HICKORY CREEK NEAR ONA FL,1709,2092,False,15000700021552,exact_crosswalk,tributary_clean,True,0.9993456333354863,
03100101,02295798,PEACE RIVER AT PEACE RIVER RANCH NR BUCHANAN FL,249,249,True,15000700069974,exact_crosswalk,mainstem_known_nhd_offset,True,1.1421301924960272,
03100101,02295850,OAK CREEK NEAR ONA FL,922,922,True,15000700009626,exact_crosswalk,tributary_clean,True,1.02043361221765,
03100101,02296057,BUCKHORN CREEK NEAR GRIFFINS CORNER FL,1033,1033,True,15000700023237,exact_crosswalk,tributary_clean,True,0.9412315539783613,
03100101,02296180,LITTLE CHARLEY BOWLEGS CREEK NEAR CREWSVILLE FL,2242,2548,False,15000700023946,exact_crosswalk,tributary_clean,True,1.220009949428273,
03100101,02296191,"L CHARLEY BOWLEGS C AT SFL RD, NEAR SEBRING FL",1938,1938,True,15000700096048,exact_crosswalk,mainstem_known_nhd_offset,True,1.1024394948527394,
03100101,02296207,L CHARLEY BOWLEGS CR AT COTT RD NEAR SEBRING FL,1881,1881,True,15000700072094,exact_crosswalk,tributary_clean,True,1.0958062842521237,
03100101,02296222,LITTLE CHARLEY BOWLEGS C AB CT NEAR SEBRING FL,1725,1725,True,15000700084216,exact_crosswalk,mainstem_known_nhd_offset,True,1.0866433250113967,
03100101,02296223,LITTLE CHARLEY BOWLEGS CREEK NEAR SEBRING FL,1725,1725,True,15000700084216,exact_crosswalk,tributary_clean,True,1.0866433250113967,
03100101,02296260,CHARLIE CREEK NEAR CREWSVILLE FL,636,650,False,15000700059498,exact_crosswalk,tributary_clean,True,1.0503577576557248,
03100101,02296389,OAK CREEK NEAR GARDNER FL,1038,598,False,15000700095014,downstream_replacement,tributary_clean,True,5.205444510252836,Mapped at downstream step 2 to NHD 15000700094861 (ref 15000700095014).
03100101,02296500,CHARLIE CREEK NEAR GARDNER FL,535,532,False,15000700034124,exact_crosswalk,tributary_clean,True,1.0801627158116136,
03100101,02296525,PEACE RIVER BELOW CHARLIE CREEK NEAR GARDNER FL,242,242,True,15000700058438,exact_crosswalk,mainstem_known_nhd_offset,True,1.1236242075570944,
03100101,02296750,"PEACE RIVER AT SR 70 AT ARCADIA, FL",222,220,False,15000700033482,lake_outlet_replacement,lake_outlet_review,False,1.1251183165813707,Mapped at downstream step 2 to NHD 15000700033473 (ref 15000700033482).
03100101,02297000,10D JOSHUA CREEK NEAR ARCADIA FL,722,769,False,15000700046304,exact_crosswalk,tributary_clean,True,1.059216117188935,
03100101,02297100,JOSHUA CREEK AT NOCATEE FL,625,625,True,15000700021498,exact_crosswalk,tributary_clean,True,1.0772517735859428,
03100101,02297105,PEACE RIVER AT NOCATEE FL,215,214,False,15000700021293,lake_outlet_replacement,lake_outlet_review,False,1.222638843231805,Mapped at downstream step 1 to NHD 15000700069535 (ref 15000700021293).
03100101,02297153,WEST FORK HORSE CREEK NEAR MYAKKA HEAD FL,632,632,True,15000700020086,exact_crosswalk,tributary_clean,True,1.4819524249860498,
03100101,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,603,603,True,15000700056297,exact_crosswalk,tributary_clean,True,1.4092518893510066,
03100101,02297220,BRUSHY CREEK NEAR LILLY FL,903,903,True,15000700068795,downstream_replacement,tributary_clean,True,1.0448970304723182,Mapped at downstream step 1 to NHD 15000700008579 (ref 15000700068795).
03100101,02297251,HORSE CREEK NEAR LIMESTONE FL,491,499,False,15000700020669,exact_crosswalk,tributary_clean,True,1.1412627545354441,
03100101,02297272,BRANDY BRANCH AT PINE LEVEL FL,1220,1279,False,15000700020494,downstream_replacement,tributary_clean,True,482.9226636029564,Mapped at downstream step 2 to NHD 15000700068778 (ref 15000700020494).
03100101,02297290,BUZZARD ROOST BRANCH NEAR PINE LEVEL FL,886,945,False,15000700068465,exact_crosswalk,tributary_clean,True,1.021197285787499,
03100101,02297310,"HORSE CREEK AT SR 72 NEAR ARCADIA, FL",333,1307,False,15000700008553,exact_crosswalk,tributary_clean,True,1.0167140253177755,
03100101,02297345,PEACE RIVER AT PLATT FL,181,183,False,15000700008331,exact_crosswalk,mainstem_known_nhd_offset,True,1.1137311207677003,
03100101,02297350,PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL,166,166,True,15000700080628,exact_crosswalk,mainstem_known_nhd_offset,True,1.1133452439832068,
03100101,02297460,PEACE RIVER AT HARBOUR HEIGHTS FL,58,59,False,15000700068714,exact_crosswalk,mainstem_known_nhd_offset,True,1.1126202992886929,
03100101,02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,2718,2718,True,15000700021819,exact_crosswalk,tributary_clean,True,1.0773558562868886,
03100101,02297635,SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL,1863,1863,True,15000700093511,exact_crosswalk,tributary_clean,True,1.0937012345647448,
03100101,02297733,MOSSY GULLY TRIB AT ST HWY 70 NEAR ARCADIA FL,7776,7776,True,15000700083497,exact_crosswalk,mainstem_clean,True,0.970441261667203,
03100101,02297875,COW SLOUGH NEAR ARCADIA FL,6331,9192,False,15000700011914,exact_crosswalk,mainstem_clean,True,1.003975888127002,
03100101,02298110,PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL,772,933,False,15000700046866,exact_crosswalk,tributary_clean,True,1.056067881947444,
03100101,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,683,775,False,15000700010471,exact_crosswalk,tributary_clean,True,1.0431732425547109,
03100101,02298124,PRAIRIE CREEK DOWNSTREAM NEAR FT OGDEN FL,699,679,False,15000700058521,exact_crosswalk,tributary_clean,True,1.0398884718616968,
03100101,02298170,PRAIRIE CREEK ON CR 764 NEAR PUNTA GORDA FL,533,536,False,15000700033666,exact_crosswalk,tributary_clean,True,1.0409858872817712,
03100101,02298202,SHELL CREEK NEAR PUNTA GORDA FL,450,450,True,15000700057519,exact_crosswalk,tributary_clean,True,1.0509183959776303,
03100101,02298300,PEACE RIVER AT PUNTA GORDA FL,38,38,True,15000700067573,exact_crosswalk,mainstem_known_nhd_offset,True,1.100643172099795,
03100101,274319081452000,ESTECH POND CSA OUTFALL NEAR FT. MEADE FL,765,7579,False,15000700094784,exact_crosswalk,tributary_clean,True,1.0134256262107086,
03100101,280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,5304,5304,True,15000700045798,exact_crosswalk,canal_or_artificial_review,False,0.9997691465753051,
03100101,280441081520200,TENOROC DITCH (SITE 17B) NEAR LAKELAND FL,9317,9317,True,15000700009684,exact_crosswalk,canal_or_artificial_review,False,1.5380350896957704,
03100101,280531081520500,TENOROC DITCH ABV STR (SITE 17A) NEAR LAKELAND FL,3582,3582,True,15000700081951,exact_crosswalk,canal_or_artificial_review,False,1.2040836812435984,
03100101,280531081520501,TENOROC DITCH BEL STR (SITE 17A) NEAR LAKELAND FL,3582,3582,True,15000700081951,exact_crosswalk,canal_or_artificial_review,False,1.2040836812435984,
03100101,280557081512300,TENOROC DITCH (SITE 13) NEAR LAKELAND FL,5157,5157,True,15000700070177,exact_crosswalk,canal_or_artificial_review,False,0.9999963888480041,
