usgs_site_no,n_candidates_500m,gage_mode,nhd_target_rule,target_nhdplusid,target_nhd_totdasqkm,usgs_da_km2,usgs_da_source,current_gis_channel,current_chandeg_km2,current_nhd_totdasqkm,current_pct_vs_nhd_tda,current_ratio_swat_nhd,current_log_err_usgs,improved_gis_channel,improved_chandeg_km2,improved_nhd_totdasqkm,improved_pct_vs_nhd_tda,improved_ratio_swat_nhd,improved_log_err_usgs,improved_pick_rule,improved_dist_m,channel_changed
02294781,1,cumulative,distance_only,15000700060284,910.65249984,1448.2658499695908,meta_drainage_area_sqkm,422,1066.4732311,910.65249984,17.110888213382978,1.1711088821338298,0.30600971630808793,422,1066.4732311,910.65249984,17.110888213382978,1.1711088821338298,0.30600971630808793,exact_nhd_crosswalk,163.2761520528331,False
02294898,1,cumulative,distance_only,15000700046661,995.38719978,1448.2658499695908,meta_drainage_area_sqkm,399,1162.6722525,995.38719978,16.80602812221951,1.1680602812221952,0.21964585346055188,399,1162.6722525,995.38719978,16.80602812221951,1.1680602812221952,0.21964585346055188,exact_nhd_crosswalk,207.20411656312746,False
02295013,1,cumulative,distance_only,15000700071244,133.14200008,165.32871601291174,meta_drainage_area_sqkm,968,123.1842576,133.14200008,7.4790392768748974,0.925209607231251,0.29425444661140254,968,123.1842576,133.14200008,7.4790392768748974,0.925209607231251,0.29425444661140254,exact_nhd_crosswalk,58.54377500811577,False
02295163,3,cumulative,da_distance,15000700058471,113.00830008,57.73773172900446,meta_drainage_area_sqkm,1501,,,,,12.0,1409,126.5145163,114.32610012,10.661096781230771,1.1066109678123077,0.784446165702751,composite_cumulative,33.80067387805992,True
02295194,5,cumulative,da_distance,15000700070531,1342.29999993,2028.3491288320545,meta_drainage_area_sqkm,332,1537.7319946,1342.29999993,14.559487050599094,1.1455948705059908,0.2769136250561175,332,1537.7319946,1342.29999993,14.559487050599094,1.1455948705059908,0.2769136250561175,exact_nhd_crosswalk,277.8667047508731,False
02295203,7,cumulative,da_distance,15000700058609,1353.97789994,2028.3491288320545,meta_drainage_area_sqkm,322,1548.0414903,1352.06159996,14.494893601430443,1.1449489360143044,0.270231647840796,319,1549.9538085,1353.97789994,14.47408473717956,1.1447408473717955,0.2689970956491745,exact_nhd_crosswalk,359.5902779030272,True
02295420,3,cumulative,da_distance,15000700094341,181.27969986,312.43000662080067,meta_drainage_area_sqkm,792,231.21846409999998,181.27969986,27.54790761379628,1.2754790761379629,0.3010174696423764,792,231.21846409999998,181.27969986,27.54790761379628,1.2754790761379629,0.3010174696423764,exact_nhd_crosswalk,468.1413471890098,False
02295435,2,cumulative,da_distance,15000700058460,14.43070001,2028.3491288320545,meta_drainage_area_sqkm,1893,13.7275833,13.14650001,4.420060773270396,1.044200607732704,4.995570315886733,1811,14.168539299999999,13.58790003,4.273208286181355,1.0427320828618136,4.963953539741837,composite_cumulative,50.49979492666467,True
02295440,5,cumulative,da_distance,15000700046529,1665.69119976,2028.3491288320545,meta_drainage_area_sqkm,4746,1.7565802,1.7585000000000002,0.1091725902758174,0.9989082740972418,7.051608653488334,293,1818.9124877000002,1572.43579986,15.674833138621292,1.156748331386213,0.10898343690532197,composite_cumulative,123.90969381137621,True
02295520,10,cumulative,da_distance,15000700083080,49.28129994,121.85402973360566,meta_drainage_area_sqkm,1044,56.45051,,,,0.7694595256903849,1093,45.7924147,38.69929993,18.328793499701945,1.1832879349970193,0.9787053912890396,composite_cumulative,14.83963917533929,True
02295521,10,cumulative,da_distance,15000700083080,49.28129994,121.85402973360566,meta_drainage_area_sqkm,1044,56.45051,,,,0.7694595256903849,1093,45.7924147,38.69929993,18.328793499701945,1.1832879349970193,0.9787053912890396,composite_cumulative,13.584324252905951,True
02295580,1,cumulative,distance_only,15000700034312,92.49909988,121.85402973360566,meta_drainage_area_sqkm,695,110.7179712,0.29660001,37229.05174210884,373.2905174210884,0.09583768278703264,6667,1.4143187,1.4132,0.07916076988394545,1.0007916076988395,4.456175919743517,composite_cumulative,638.9579714394715,True
02295607,13,cumulative,da_distance,15000700094470,1684.13929977,2028.3491288320545,meta_drainage_area_sqkm,281,1949.981436,1683.96909977,15.796746880113929,1.1579674688011392,0.039402372638190464,275,1950.1036722,1684.09109978,15.795616546797875,1.1579561654679786,0.039339688775326564,composite_cumulative,326.30443911652435,True
02295637,2,cumulative,da_distance,15000700022140,1731.61689974,2190.90261722901,meta_drainage_area_sqkm,269,2001.1558674,1731.61689974,15.565739032719705,1.155657390327197,0.09058866558155376,269,2001.1558674,1731.61689974,15.565739032719705,1.155657390327197,0.09058866558155376,exact_nhd_crosswalk,482.61857983032814,False
02295755,8,cumulative,da_distance,15000700021547,11.36040003,2190.90261722901,meta_drainage_area_sqkm,1709,11.3435238,11.36040003,0.1485531315396768,0.9985144686846033,5.26342190111383,1709,11.3435238,11.36040003,0.1485531315396768,0.9985144686846033,5.26342190111383,exact_nhd_crosswalk,364.40519271560396,False
02295798,1,cumulative,da_distance,15000700069974,1897.44889973,3257.1980523767875,meta_drainage_area_sqkm,249,2167.1336771,1897.44889973,14.213019249602732,1.1421301924960272,0.40746192438236584,249,2167.1336771,1897.44889973,14.213019249602732,1.1421301924960272,0.40746192438236584,exact_nhd_crosswalk,68.13756080793335,False
02295850,5,cumulative,da_distance,15000700009626,58.98210004,58.09731168157651,meta_drainage_area_sqkm,922,60.187317400000005,58.98210004,2.0433612217650126,1.02043361221765,0.03534226345469893,928,55.3929401,54.19210004,2.215895045797523,1.0221589504579753,0.04766724163184399,composite_cumulative,270.9933423923677,True
02296057,3,cumulative,da_distance,15000700023237,44.01000001,47.12161747196472,meta_drainage_area_sqkm,1033,41.423600699999994,44.01000001,5.876844602163872,0.9412315539783613,0.128881081785575,1033,41.423600699999994,44.01000001,5.876844602163872,0.9412315539783613,0.128881081785575,exact_nhd_crosswalk,422.9352795418626,False
02296180,3,cumulative,da_distance,15000700072137,40.82600003,94.61897753916904,meta_drainage_area_sqkm,2242,49.176095100000005,40.82600003,20.45288557258643,1.2045288557258642,0.654450430702131,2242,49.176095100000005,40.82600003,20.45288557258643,1.2045288557258642,0.654450430702131,exact_nhd_crosswalk,449.4770560459822,False
02296191,1,cumulative,da_distance,15000700072094,86.57369999,94.61897753916904,meta_drainage_area_sqkm,1938,89.29131520000001,80.99430002,10.243949485273935,1.1024394948527394,0.057953835221520755,1881,94.86800450000001,86.57369999,9.58062842521237,1.0958062842521237,0.0026284349618270753,exact_nhd_crosswalk,684.3423215683868,True
02296207,1,cumulative,distance_only,15000700072094,86.57369999,94.61897753916904,meta_drainage_area_sqkm,1881,94.86800450000001,86.57369999,9.58062842521237,1.0958062842521237,0.0026284349618270753,1881,94.86800450000001,86.57369999,9.58062842521237,1.0958062842521237,0.0026284349618270753,exact_nhd_crosswalk,113.12100547363681,False
02296222,1,cumulative,da_distance,15000700084216,95.57879997,168.9549687031796,meta_drainage_area_sqkm,1725,103.86006499999999,95.57879997,8.664332501139672,1.0866433250113967,0.48658775778090657,1824,94.87886990000001,86.58459999,9.579382373953276,1.0957938237395328,0.5770311976956215,composite_cumulative,207.041179861275,True
02296223,1,cumulative,da_distance,15000700084216,95.57879997,168.9549687031796,meta_drainage_area_sqkm,1725,103.86006499999999,95.57879997,8.664332501139672,1.0866433250113967,0.48658775778090657,1824,94.87886990000001,86.58459999,9.579382373953276,1.0957938237395328,0.5770311976956215,composite_cumulative,207.041179861275,True
02296260,11,cumulative,da_distance,15000700059561,474.06600001,553.288100813392,meta_drainage_area_sqkm,636,498.14349430000004,474.06600001,5.078932952266597,1.050789329522666,0.10499066713854699,645,495.8219111,471.74069998,5.10475587987659,1.051047558798766,0.10966203177380773,composite_cumulative,367.9041765668888,True
02296389,1,cumulative,da_distance,15000700095014,140.644,173.93111475462075,meta_drainage_area_sqkm,1038,176.0835783,,,,0.012299430410744883,1087,171.6912225,136.24439999,26.017085849107712,1.2601708584910771,0.012961683158519754,composite_cumulative,519.192934777967,True
02296500,8,cumulative,da_distance,15000700034124,805.45660007,864.2573604861224,meta_drainage_area_sqkm,535,862.7896136,798.89040008,7.998495602600972,1.0799849560260097,0.0016997189555478798,535,862.7896136,798.89040008,7.998495602600972,1.0799849560260097,0.0016997189555478798,composite_cumulative,331.4257227273864,False
02296525,3,cumulative,da_distance,15000700010017,2880.53879968,3257.1980523767875,meta_drainage_area_sqkm,242,3228.5101094,2873.30059969,12.362420755709428,1.1236242075570944,0.008846568287808054,242,3228.5101094,2873.30059969,12.362420755709428,1.1236242075570944,0.008846568287808054,composite_cumulative,197.46296328543795,False
02296750,3,cumulative,da_distance,15000700033482,3036.01379949,3831.924312580882,meta_drainage_area_sqkm,222,3405.5869704,,,,0.1179497989086471,223,3399.3212309,3029.74909952,12.198110115406946,1.1219811011540695,0.11979133477816184,composite_cumulative,168.3182682106019,True
02297000,4,cumulative,da_distance,15000700082207,174.14029989,332.46068211037607,meta_drainage_area_sqkm,722,184.38206129999998,174.14029989,5.881327536744477,1.0588132753674449,0.5895115788748244,734,183.55538209999997,173.31479988,5.9086599800423025,1.059086599800423,0.594005172043337,composite_cumulative,416.3729588966689,True
02297100,1,cumulative,da_distance,15000700021498,289.74049981,332.46068211037607,meta_drainage_area_sqkm,625,312.1234673,289.74049981,7.725177358594271,1.0772517735859428,0.0631227657565665,625,312.1234673,289.74049981,7.725177358594271,1.0772517735859428,0.0631227657565665,exact_nhd_crosswalk,392.9198007289543,False
02297105,5,cumulative,da_distance,15000700009401,3364.4368994,3831.924312580882,meta_drainage_area_sqkm,215,3440.7240061999996,,,,0.10768519234052043,213,3758.7564642,3364.4368994,11.720224708934841,1.1172022470893483,0.01927893340639386,exact_nhd_crosswalk,499.8075801285686,True
02297153,2,cumulative,da_distance,15000700020085,83.63359992,100.49818651704904,meta_drainage_area_sqkm,632,87.71854219999999,59.19119988,48.195242498605,1.4819524249860498,0.1360063781053027,3118,31.782329800000003,23.85080001,33.25477462674009,1.332547746267401,1.1512292140503186,composite_cumulative,17.717507820109937,True
02297155,10,cumulative,da_distance,15000700056297,89.1130999,300.9085169861849,meta_drainage_area_sqkm,603,125.5828044,89.1130999,40.92518893510067,1.4092518893510066,0.8738409512561738,610,121.5960918,85.13699991,42.82402707229714,1.4282402707229715,0.9061014590613121,composite_cumulative,83.13988458363642,True
02297220,2,cumulative,da_distance,15000700008579,98.41040002,224.3569405560601,meta_drainage_area_sqkm,903,101.4352601,98.41040002,3.0737199314150256,1.0307371993141503,0.7938175047771123,903,101.4352601,98.41040002,3.0737199314150256,1.0307371993141503,0.7938175047771123,exact_nhd_crosswalk,437.99293401431936,False
02297251,5,cumulative,da_distance,15000700008841,288.90210013,436.0802596501188,meta_drainage_area_sqkm,491,329.47920359999995,288.90210013,14.045278124229998,1.1404527812423,0.2803130712464297,492,328.023234,287.44270015,14.117782023625342,1.1411778202362535,0.28474186693310166,composite_cumulative,15.103204728834339,True
02297272,3,cumulative,da_distance,15000700044733,38.65259999,42.946585817548,meta_drainage_area_sqkm,1220,41.903491100000004,38.65259999,8.4105367060458,1.084105367060458,0.024588009979853442,1238,41.3891934,38.14140001,8.515139426314953,1.0851513942631494,0.03693733547434608,composite_cumulative,11.47138021651269,True
02297290,6,cumulative,da_distance,15000700092772,72.67609991,75.43358146753565,meta_drainage_area_sqkm,886,74.21732229999999,72.67609991,2.1206729473769133,1.0212067294737692,0.016254976311243396,886,74.21732229999999,72.67609991,2.1206729473769133,1.0212067294737692,0.016254976311243396,exact_nhd_crosswalk,318.6652106055779,False
02297310,2,cumulative,da_distance,15000700092763,516.23729985,627.9560024184627,meta_drainage_area_sqkm,333,565.7374229000001,516.23729985,9.588637447232703,1.095886374472327,0.10434005074815556,338,563.1360545,513.62439986,9.63966171651804,1.0963966171651804,0.10894884536812643,composite_cumulative,284.59907534658555,True
02297345,3,cumulative,da_distance,15000700008330,4010.0518993,4599.151207517376,meta_drainage_area_sqkm,181,4465.8180039,4007.49659929,11.43660121112017,1.1143660121112018,0.02941936525443367,183,4463.273679,4007.49659929,11.37311207677004,1.1137311207677003,0.02998926084050524,composite_cumulative,349.26572684963196,True
02297350,7,cumulative,da_distance,15000700020270,4021.35979928,4599.151207517376,meta_drainage_area_sqkm,166,4468.1875762,4013.29919928,11.334524398320681,1.1133452439832068,0.028888903898813822,165,4476.2506412,4021.35979928,11.311866249855226,1.1131186624985523,0.02708598078880442,exact_nhd_crosswalk,448.88791072986135,True
02297460,7,cumulative,da_distance,15000700008493,4131.59959935,5746.509142333588,meta_drainage_area_sqkm,58,4596.7855413,4131.59959935,11.259221295867698,1.112592212958677,0.22323530091067134,58,4596.7855413,4131.59959935,11.259221295867698,1.112592212958677,0.22323530091067134,exact_nhd_crosswalk,312.17772384834905,False
02297600,1,cumulative,da_distance,15000700021819,153.71659989,198.1594209755774,meta_drainage_area_sqkm,2718,165.60747909999998,153.71659989,7.73558562868885,1.0773558562868886,0.17945145859362466,2856,152.9329384,149.02809992,2.620202822216875,1.0262020282221687,0.259072348977349,composite_cumulative,322.47802024771687,True
02297635,4,cumulative,da_distance,15000700093511,202.58810002,247.11337708765703,meta_drainage_area_sqkm,1863,221.57085510000002,202.58810002,9.37012345647448,1.0937012345647448,0.10910482194461046,1863,221.57085510000002,202.58810002,9.37012345647448,1.0937012345647448,0.10910482194461046,exact_nhd_crosswalk,387.71945858565294,False
02297733,1,cumulative,global_closest,15000700083497,0.31070000000000003,639.845180240423,meta_drainage_area_sqkm,7776,0.3015161,0.31070000000000003,2.9558738332796977,0.970441261667203,7.660158105787716,7776,0.3015161,0.31070000000000003,2.9558738332796977,0.970441261667203,7.660158105787716,exact_nhd_crosswalk,702.9490180808502,False
02297875,1,cumulative,da_distance,15000700095966,67.21800001,168.4531837235658,meta_drainage_area_sqkm,6331,67.4852741,67.21800001,0.39762279443041826,1.003976227944304,0.9147484571878479,9192,67.03798,66.77250001,0.39758881270020446,1.003975888127002,0.9213985453292173,composite_cumulative,137.53606933435108,True
02298110,2,cumulative,da_distance,15000700022570,413.39219999,639.845180240423,meta_drainage_area_sqkm,772,429.87047550000005,413.39219999,3.986111859488077,1.0398611185948807,0.3977422976710532,889,161.3654286,152.81249994,5.5970085322589425,1.0559700853225895,1.3775547053490662,composite_cumulative,399.54529192353795,True
02298123,8,cumulative,da_distance,15000700082545,614.73429998,983.561968929096,meta_drainage_area_sqkm,683,639.7320036,614.73429998,4.066424082862031,1.0406642408286204,0.4301313001338576,683,639.7320036,614.73429998,4.066424082862031,1.0406642408286204,0.4301313001338576,exact_nhd_crosswalk,472.0838242761711,False
02298124,7,cumulative,da_distance,15000700058521,626.38689987,983.561968929096,meta_drainage_area_sqkm,699,639.6894472,614.69169997,4.066712993069548,1.0406671299306955,0.43019782457736966,683,639.7320036,614.73429998,4.066424082862031,1.0406642408286204,0.4301313001338576,composite_cumulative,309.3432256810026,True
02298170,1,cumulative,da_distance,15000700033241,695.17909984,983.561968929096,meta_drainage_area_sqkm,533,723.5552839999999,695.17909984,4.081852312092068,1.0408185231209206,0.30700368937570577,536,720.8425447,692.46139982,4.098588728177112,1.0409858872817712,0.3107599155838239,composite_cumulative,426.0599008006297,True
02298202,1,cumulative,da_distance,15000700057519,929.89559983,983.561968929096,meta_drainage_area_sqkm,450,977.2443922,929.89559983,5.091839597763027,1.0509183959776303,0.006443878105470091,450,977.2443922,929.89559983,5.091839597763027,1.0509183959776303,0.006443878105470091,exact_nhd_crosswalk,440.68739503366385,False
02298300,1,cumulative,distance_only,15000700067573,5229.50399912,5942.172875903385,meta_drainage_area_sqkm,38,5755.8178701,5229.50399912,10.064317209979485,1.100643172099795,0.03186372373194324,38,5755.8178701,5229.50399912,10.064317209979485,1.100643172099795,0.03186372373194324,exact_nhd_crosswalk,234.03199197471568,False
274319081452000,2,tributary,nhd_local_vs_usgs,15000700094785,172.48100006,57.16063555396789,meta_drainage_area_sqkm,765,161.87700999999998,172.48100006,6.1479177743121145,0.9385208222568788,1.0409713775064962,763,163.15822690000002,173.76200009,6.102469575918641,0.9389753042408135,1.0488549752848018,composite_tributary,436.7856135951078,True
280242081531600,6,cumulative,da_distance,15000700045800,7.95200001,159.4730888687525,meta_drainage_area_sqkm,5304,7.8828797999999995,7.8847000099999995,0.02308534246948463,0.9997691465753051,3.007181892204278,4333,7.9000834,7.9035,0.043228949199727154,0.9995677105080027,3.0050018697844907,composite_cumulative,397.17593432983006,True
280441081520200,1,cumulative,da_distance,15000700009684,8.93599996,159.4730888687525,meta_drainage_area_sqkm,9317,13.7438815,8.93599996,53.80350896957703,1.5380350896957704,2.451281442903158,8320,0.8837228,0.8799999900000001,0.4230465957164346,1.0042304659571644,5.1954870263437085,composite_cumulative,562.0326300169966,True
280531081520500,1,cumulative,global_closest,15000700081951,4.62019998,159.4730888687525,meta_drainage_area_sqkm,3582,5.5631074,4.62019998,20.40836812435985,1.2040836812435984,3.3557183491271863,3946,5.1982096,4.25409997,22.19293473726241,1.221929347372624,3.423560927556196,composite_cumulative,1662.7496205621999,True
280531081520501,1,cumulative,global_closest,15000700081951,4.62019998,159.4730888687525,meta_drainage_area_sqkm,3582,5.5631074,4.62019998,20.40836812435985,1.2040836812435984,3.3557183491271863,3946,5.1982096,4.25409997,22.19293473726241,1.221929347372624,3.423560927556196,composite_cumulative,1662.7496205621999,True
280557081512300,1,cumulative,global_closest,15000700070177,2.04089997,159.4730888687525,meta_drainage_area_sqkm,5157,2.0408926,2.04089997,0.0003611151995882507,0.9999963888480041,4.3584879249846935,5157,2.0408926,2.04089997,0.0003611151995882507,0.9999963888480041,4.3584879249846935,exact_nhd_crosswalk,2016.355467724646,False
