usgs_site_no,n_candidates_500m,assigned_gis_channel,assigned_chandeg_km2,assigned_nhd_totdasqkm,pct_assigned_vs_nhd_tda,usgs_da_km2,usgs_da_source,nhd_gage_pick_id,nhd_gage_pick_totdasqkm,nhd_gage_pick_rule,nhd_local_pick_id,nhd_local_pick_areasqkm,nhd_local_pick_rule,readme_match_rule,assigned_eq_nhd_gage_pick,distance_only_gis,distance_only_km2,distance_only_pct_vs_nhd,distance_only_rule,match_usgs_areac_gis,match_usgs_areac_km2,match_usgs_areac_pct_vs_nhd,match_usgs_areac_rule,min_areac_in_band_gis,min_areac_in_band_km2,min_areac_in_band_pct_vs_nhd,min_areac_in_band_rule,match_nhd_tda_at_crosswalk_gis,match_nhd_tda_at_crosswalk_km2,match_nhd_tda_at_crosswalk_pct_vs_nhd,match_nhd_tda_at_crosswalk_rule,nhd_gage_pick_gis_gis,nhd_gage_pick_gis_km2,nhd_gage_pick_gis_pct_vs_nhd,nhd_gage_pick_gis_rule,nhd_local_pick_gis_gis,nhd_local_pick_gis_km2,nhd_local_pick_gis_pct_vs_nhd,nhd_local_pick_gis_rule,best_alternate_strategy,best_alternate_pct_vs_nhd
02294330,2,2232,59.8350959,44.99320008,32.986975350965075,54.90073831050262,meta_drainage_area_sqkm,15000700046384,48.74330006,da_distance,15000700046384,1.1773,local_da_distance,da_distance,False,2200,62.405678900000005,31.198080186017652,distance_only,2200,62.405678900000005,31.198080186017652,match_usgs_areac,7400,2.540703,0.1727629569476994,min_areac_in_band,7400,2.540703,0.1727629569476994,match_nhd_tda_at_crosswalk,2200,62.405678900000005,31.198080186017652,nhd_gage_pick_fallback_dist,2200,62.405678900000005,31.198080186017652,nhd_local_pick_fallback_dist,min_areac_in_band,0.1727629569476994
02294405,1,1163,,,,369.9183661447064,meta_drainage_area_sqkm,15000700021579,37.67129995,da_distance,15000700021579,4.5141,local_da_distance,da_distance,,1181,48.5323176,47.24923666127524,distance_only,1181,48.5323176,47.24923666127524,match_usgs_areac,1181,48.5323176,47.24923666127524,min_areac_in_band,1181,48.5323176,47.24923666127524,match_nhd_tda_at_crosswalk,1181,48.5323176,47.24923666127524,nhd_gage_pick_fallback_dist,1181,48.5323176,47.24923666127524,nhd_local_pick_fallback_dist,distance_only,47.24923666127524
02294491,7,755,335.7032922,282.29019988,18.921341351100978,369.9183661447064,meta_drainage_area_sqkm,15000700021939,288.0597999,da_distance,15000700045991,6.92989997,local_da_distance,,False,755,335.7032922,18.921341351100978,distance_only,751,349.0225159,21.16321542303481,match_usgs_areac,6104,0.2652979,0.7970782977613262,min_areac_in_band,5230,0.28793430000000003,0.43052320999383925,match_nhd_tda_at_crosswalk,751,349.0225159,21.16321542303481,nhd_gage_pick_gis,755,335.7032922,18.921341351100978,nhd_local_pick_fallback_dist,min_areac_in_band,0.7970782977613262
02294650,4,437,1002.195074,856.94659979,16.949536207459595,1448.2658499695908,meta_drainage_area_sqkm,15000700010251,856.94659979,da_distance,15000700070351,8.16800003,local_da_distance,da_distance,True,439,987.6217969,17.243870320983515,distance_only,439,987.6217969,17.243870320983515,match_usgs_areac,6193,11.0139386,0.11754373363989513,min_areac_in_band,6193,11.0139386,0.11754373363989513,match_nhd_tda_at_crosswalk,439,987.6217969,17.243870320983515,nhd_gage_pick_fallback_dist,439,987.6217969,17.243870320983515,nhd_local_pick_fallback_dist,min_areac_in_band,0.11754373363989513
02294655,1,429,1010.5668988000001,,,1448.2658499695908,meta_drainage_area_sqkm,15000700058476,865.3414998,distance_only,15000700058476,4.88680002,distance_only,,,5988,3.0432297999999998,0.21542953848216687,distance_only,5988,3.0432297999999998,0.21542953848216687,match_usgs_areac,5988,3.0432297999999998,0.21542953848216687,min_areac_in_band,5988,3.0432297999999998,0.21542953848216687,match_nhd_tda_at_crosswalk,5988,3.0432297999999998,0.21542953848216687,nhd_gage_pick_fallback_dist,5988,3.0432297999999998,0.21542953848216687,nhd_local_pick_fallback_dist,distance_only,0.21542953848216687
02294705,1,429,1010.5668988000001,,,1448.2658499695908,meta_drainage_area_sqkm,15000700058476,865.3414998,distance_only,15000700058476,4.88680002,distance_only,,,429,1010.5668988000001,,distance_only,429,1010.5668988000001,,match_usgs_areac,429,1010.5668988000001,,min_areac_in_band,429,1010.5668988000001,,match_nhd_tda_at_crosswalk,429,1010.5668988000001,,nhd_gage_pick_fallback_dist,429,1010.5668988000001,,nhd_local_pick_fallback_dist,,
02294747,2,2896,22.98132,13.19030001,74.22894083210471,1448.2658499695908,meta_drainage_area_sqkm,15000700058475,891.56249983,da_distance,15000700058475,6.97980003,local_da_distance,,False,2615,23.0057672,74.07643204467617,distance_only,2511,29.033372399999998,50.891692825811276,match_usgs_areac,2615,23.0057672,74.07643204467617,min_areac_in_band,2511,29.033372399999998,50.891692825811276,match_nhd_tda_at_crosswalk,2615,23.0057672,74.07643204467617,nhd_gage_pick_fallback_dist,2615,23.0057672,74.07643204467617,nhd_local_pick_fallback_dist,match_usgs_areac,50.891692825811276
02294760,2,427,1046.57317,891.56249983,17.38640535010802,83.81896744390077,meta_drainage_area_sqkm,15000700058475,891.56249983,da_distance,15000700060284,15.02949998,local_da_distance,da_distance,True,6981,4.874057199999999,20.05658318101937,distance_only,6097,4.8749626,20.058184065571844,match_usgs_areac,6981,4.874057199999999,20.05658318101937,min_areac_in_band,6981,4.874057199999999,20.05658318101937,match_nhd_tda_at_crosswalk,6981,4.874057199999999,20.05658318101937,nhd_gage_pick_fallback_dist,6981,4.874057199999999,20.05658318101937,nhd_local_pick_fallback_dist,,
02294775,2,2615,23.0057672,13.21590001,74.07643204467617,1448.2658499695908,meta_drainage_area_sqkm,15000700058475,891.56249983,da_distance,15000700058475,6.97980003,local_da_distance,,False,2615,23.0057672,74.07643204467617,distance_only,2511,29.033372399999998,50.891692825811276,match_usgs_areac,2615,23.0057672,74.07643204467617,min_areac_in_band,2511,29.033372399999998,50.891692825811276,match_nhd_tda_at_crosswalk,2615,23.0057672,74.07643204467617,nhd_gage_pick_fallback_dist,2615,23.0057672,74.07643204467617,nhd_local_pick_fallback_dist,match_usgs_areac,50.891692825811276
02294781,1,422,1066.4732311,910.65249984,17.110888213382978,1448.2658499695908,meta_drainage_area_sqkm,15000700060284,910.65249984,distance_only,15000700060284,15.02949998,distance_only,,True,422,1066.4732311,17.110888213382978,distance_only,422,1066.4732311,17.110888213382978,match_usgs_areac,422,1066.4732311,17.110888213382978,min_areac_in_band,422,1066.4732311,17.110888213382978,match_nhd_tda_at_crosswalk,422,1066.4732311,17.110888213382978,nhd_gage_pick_gis,422,1066.4732311,17.110888213382978,nhd_local_pick_gis,,
02294898,1,399,1162.6722525,995.38719978,16.80602812221951,1448.2658499695908,meta_drainage_area_sqkm,15000700046661,995.38719978,distance_only,15000700046661,1.27319997,distance_only,,True,399,1162.6722525,16.80602812221951,distance_only,399,1162.6722525,16.80602812221951,match_usgs_areac,399,1162.6722525,16.80602812221951,min_areac_in_band,399,1162.6722525,16.80602812221951,match_nhd_tda_at_crosswalk,399,1162.6722525,16.80602812221951,nhd_gage_pick_gis,399,1162.6722525,16.80602812221951,nhd_local_pick_gis,,
02295013,1,968,123.1842576,133.14200008,7.4790392768748974,165.32871601291174,meta_drainage_area_sqkm,15000700071244,133.14200008,distance_only,15000700071244,1.68599998,distance_only,da_distance,True,968,123.1842576,7.4790392768748974,distance_only,968,123.1842576,7.4790392768748974,match_usgs_areac,968,123.1842576,7.4790392768748974,min_areac_in_band,968,123.1842576,7.4790392768748974,match_nhd_tda_at_crosswalk,968,123.1842576,7.4790392768748974,nhd_gage_pick_gis,968,123.1842576,7.4790392768748974,nhd_local_pick_gis,,
02295163,3,1501,,,,57.73773172900446,meta_drainage_area_sqkm,15000700058471,113.00830008,da_distance,15000700058472,1.30080003,local_da_distance,da_distance,,1409,126.5145163,10.661096781230771,distance_only,1409,126.5145163,10.661096781230771,match_usgs_areac,1409,126.5145163,10.661096781230771,min_areac_in_band,1344,126.9373631,10.619638807486492,match_nhd_tda_at_crosswalk,1409,126.5145163,10.661096781230771,nhd_gage_pick_fallback_dist,1409,126.5145163,10.661096781230771,nhd_local_pick_fallback_dist,distance_only,10.661096781230771
02295194,5,332,1537.7319946,1342.29999993,14.559487050599094,2028.3491288320545,meta_drainage_area_sqkm,15000700070531,1342.29999993,da_distance,15000700070531,1.36470001,local_da_distance,da_distance,True,3235,1.4279005,16.798710332099063,distance_only,332,1537.7319946,14.559487050599094,match_usgs_areac,3575,1.4052641,17.054413104814394,min_areac_in_band,332,1537.7319946,14.559487050599094,match_nhd_tda_at_crosswalk,332,1537.7319946,14.559487050599094,nhd_gage_pick_gis,332,1537.7319946,14.559487050599094,nhd_local_pick_gis,,
02295203,7,322,1548.0414903,1352.06159996,14.494893601430443,2028.3491288320545,meta_drainage_area_sqkm,15000700058609,1353.97789994,da_distance,15000700094537,0.47899999,local_da_distance,,False,7396,0.39930509999999997,1.0643128321943716,distance_only,319,1549.9538085,14.47408473717956,match_usgs_areac,7396,0.39930509999999997,1.0643128321943716,min_areac_in_band,5499,1.231417,0.04200016180030611,match_nhd_tda_at_crosswalk,319,1549.9538085,14.47408473717956,nhd_gage_pick_gis,7396,0.39930509999999997,1.0643128321943716,nhd_local_pick_fallback_dist,distance_only,1.0643128321943716
02295420,3,792,231.21846409999998,181.27969986,27.54790761379628,312.43000662080067,meta_drainage_area_sqkm,15000700094341,181.27969986,da_distance,15000700094341,0.9956,local_da_distance,da_distance,True,814,230.22246510000002,27.699816721929317,distance_only,792,231.21846409999998,27.54790761379628,match_usgs_areac,825,229.7244655,27.77704176232038,min_areac_in_band,792,231.21846409999998,27.54790761379628,match_nhd_tda_at_crosswalk,792,231.21846409999998,27.54790761379628,nhd_gage_pick_gis,792,231.21846409999998,27.54790761379628,nhd_local_pick_gis,,
02295435,2,1893,13.7275833,13.14650001,4.420060773270396,2028.3491288320545,meta_drainage_area_sqkm,15000700058460,14.43070001,da_distance,15000700058459,1.31740001,local_da_distance,,False,1811,14.168539299999999,4.273208286181355,distance_only,1811,14.168539299999999,4.273208286181355,match_usgs_areac,1893,13.7275833,4.420060773270396,min_areac_in_band,1811,14.168539299999999,4.273208286181355,match_nhd_tda_at_crosswalk,1811,14.168539299999999,4.273208286181355,nhd_gage_pick_fallback_dist,1893,13.7275833,4.420060773270396,nhd_local_pick_gis,,
02295440,5,4746,1.7565802,1.7585000000000002,0.1091725902758174,2028.3491288320545,meta_drainage_area_sqkm,15000700046529,1665.69119976,da_distance,15000700034312,2.80419999,local_da_distance,,False,4746,1.7565802,0.1091725902758174,distance_only,293,1818.9124877000002,15.674833138621292,match_usgs_areac,6520,1.6587912,0.1810560848541095,min_areac_in_band,4746,1.7565802,0.1091725902758174,match_nhd_tda_at_crosswalk,4746,1.7565802,0.1091725902758174,nhd_gage_pick_fallback_dist,4746,1.7565802,0.1091725902758174,nhd_local_pick_fallback_dist,,
02295520,10,1044,56.45051,,,121.85402973360566,meta_drainage_area_sqkm,15000700083080,49.28129994,da_distance,15000700083080,1.17320003,local_da_distance,da_distance,,1132,45.7906038,18.332369982976957,distance_only,1044,56.45051,,match_usgs_areac,3257,6.3698667,0.046595988775056385,min_areac_in_band,2921,6.540092,0.006237596542644252,match_nhd_tda_at_crosswalk,1132,45.7906038,18.332369982976957,nhd_gage_pick_fallback_dist,1132,45.7906038,18.332369982976957,nhd_local_pick_fallback_dist,min_areac_in_band,0.046595988775056385
02295521,10,1044,56.45051,,,121.85402973360566,meta_drainage_area_sqkm,15000700083080,49.28129994,da_distance,15000700083080,1.17320003,local_da_distance,,,1093,45.7924147,18.328793499701945,distance_only,1044,56.45051,,match_usgs_areac,3257,6.3698667,0.046595988775056385,min_areac_in_band,2921,6.540092,0.006237596542644252,match_nhd_tda_at_crosswalk,1093,45.7924147,18.328793499701945,nhd_gage_pick_fallback_dist,1093,45.7924147,18.328793499701945,nhd_local_pick_fallback_dist,min_areac_in_band,0.046595988775056385
02295580,1,695,110.7179712,0.29660001,37229.05174210884,121.85402973360566,meta_drainage_area_sqkm,15000700034312,92.49909988,distance_only,15000700034312,2.80419999,distance_only,,False,6667,1.4143187,0.07916076988394545,distance_only,6667,1.4143187,0.07916076988394545,match_usgs_areac,6667,1.4143187,0.07916076988394545,min_areac_in_band,6667,1.4143187,0.07916076988394545,match_nhd_tda_at_crosswalk,6667,1.4143187,0.07916076988394545,nhd_gage_pick_fallback_dist,6667,1.4143187,0.07916076988394545,nhd_local_pick_fallback_dist,distance_only,0.07916076988394545
02295607,13,281,1949.981436,1683.96909977,15.796746880113929,2028.3491288320545,meta_drainage_area_sqkm,15000700094470,1684.13929977,da_distance,15000700046527,0.77999999,local_da_distance,,False,281,1949.981436,15.796746880113929,distance_only,275,1950.1036722,15.795616546797875,match_usgs_areac,8293,0.01,1328.5714285714287,min_areac_in_band,5359,3.2016842000000003,0.14396032810404005,match_nhd_tda_at_crosswalk,281,1949.981436,15.796746880113929,nhd_gage_pick_fallback_dist,284,1949.6047673,15.800345129227662,nhd_local_pick_gis,match_nhd_tda_at_crosswalk,0.14396032810404005
02295637,2,269,2001.1558674,1731.61689974,15.565739032719705,2190.90261722901,meta_drainage_area_sqkm,15000700022140,1731.61689974,da_distance,15000700010407,4.81390001,local_da_distance,da_distance,True,9290,0.014487300000000002,0.6062500000000015,distance_only,269,2001.1558674,15.565739032719705,match_usgs_areac,9290,0.014487300000000002,0.6062500000000015,min_areac_in_band,9290,0.014487300000000002,0.6062500000000015,match_nhd_tda_at_crosswalk,269,2001.1558674,15.565739032719705,nhd_gage_pick_gis,9290,0.014487300000000002,0.6062500000000015,nhd_local_pick_fallback_dist,distance_only,0.6062500000000015
02295755,8,1709,11.3435238,11.36040003,0.1485531315396768,2190.90261722901,meta_drainage_area_sqkm,15000700021547,11.36040003,da_distance,15000700021552,1.06050001,local_da_distance,,True,1754,10.5249936,0.15469069265205673,distance_only,1709,11.3435238,0.1485531315396768,match_usgs_areac,7875,0.3947778,0.6059658666148233,min_areac_in_band,2092,7.6221091,0.06543666645137308,match_nhd_tda_at_crosswalk,1709,11.3435238,0.1485531315396768,nhd_gage_pick_gis,2092,7.6221091,0.06543666645137308,nhd_local_pick_gis,,
02295798,1,249,2167.1336771,1897.44889973,14.213019249602732,3257.1980523767875,meta_drainage_area_sqkm,15000700069974,1897.44889973,da_distance,15000700069974,1.69029998,local_da_distance,da_distance,True,249,2167.1336771,14.213019249602732,distance_only,249,2167.1336771,14.213019249602732,match_usgs_areac,249,2167.1336771,14.213019249602732,min_areac_in_band,249,2167.1336771,14.213019249602732,match_nhd_tda_at_crosswalk,249,2167.1336771,14.213019249602732,nhd_gage_pick_gis,249,2167.1336771,14.213019249602732,nhd_local_pick_gis,,
02295850,5,922,60.187317400000005,58.98210004,2.0433612217650126,58.09731168157651,meta_drainage_area_sqkm,15000700009626,58.98210004,da_distance,15000700009626,4.32400002,local_da_distance,da_distance,True,963,55.267082099999996,2.2213218067025333,distance_only,928,55.3929401,2.215895045797523,match_usgs_areac,8342,0.469025,0.64914595060712,min_areac_in_band,8342,0.469025,0.64914595060712,match_nhd_tda_at_crosswalk,963,55.267082099999996,2.2213218067025333,nhd_gage_pick_fallback_dist,963,55.267082099999996,2.2213218067025333,nhd_local_pick_fallback_dist,,
02296057,3,1033,41.423600699999994,44.01000001,5.876844602163872,47.12161747196472,meta_drainage_area_sqkm,15000700023237,44.01000001,da_distance,15000700023237,0.56800001,local_da_distance,da_distance,True,1047,40.8558812,5.953038073753513,distance_only,1033,41.423600699999994,5.876844602163872,match_usgs_areac,1069,40.8359612,5.954296311977829,min_areac_in_band,1033,41.423600699999994,5.876844602163872,match_nhd_tda_at_crosswalk,1033,41.423600699999994,5.876844602163872,nhd_gage_pick_gis,1033,41.423600699999994,5.876844602163872,nhd_local_pick_gis,,
02296180,3,2242,49.176095100000005,40.82600003,20.45288557258643,94.61897753916904,meta_drainage_area_sqkm,15000700072137,40.82600003,da_distance,15000700023946,3.11390004,local_da_distance,da_distance,True,2394,46.37281049999999,21.948027210921758,distance_only,2242,49.176095100000005,20.45288557258643,match_usgs_areac,2548,46.2849815,22.000994942827294,min_areac_in_band,2242,49.176095100000005,20.45288557258643,match_nhd_tda_at_crosswalk,2242,49.176095100000005,20.45288557258643,nhd_gage_pick_gis,2548,46.2849815,22.000994942827294,nhd_local_pick_gis,,
02296191,1,1938,89.29131520000001,80.99430002,10.243949485273935,94.61897753916904,meta_drainage_area_sqkm,15000700072094,86.57369999,da_distance,15000700096048,6.9322000500000005,local_da_distance,,False,1881,94.86800450000001,9.58062842521237,distance_only,1881,94.86800450000001,9.58062842521237,match_usgs_areac,1881,94.86800450000001,9.58062842521237,min_areac_in_band,1881,94.86800450000001,9.58062842521237,match_nhd_tda_at_crosswalk,1881,94.86800450000001,9.58062842521237,nhd_gage_pick_gis,1881,94.86800450000001,9.58062842521237,nhd_local_pick_fallback_dist,,
02296207,1,1881,94.86800450000001,86.57369999,9.58062842521237,94.61897753916904,meta_drainage_area_sqkm,15000700072094,86.57369999,distance_only,15000700072094,5.57939997,distance_only,,True,1881,94.86800450000001,9.58062842521237,distance_only,1881,94.86800450000001,9.58062842521237,match_usgs_areac,1881,94.86800450000001,9.58062842521237,min_areac_in_band,1881,94.86800450000001,9.58062842521237,match_nhd_tda_at_crosswalk,1881,94.86800450000001,9.58062842521237,nhd_gage_pick_gis,1881,94.86800450000001,9.58062842521237,nhd_local_pick_gis,,
02296222,1,1725,103.86006499999999,95.57879997,8.664332501139672,168.9549687031796,meta_drainage_area_sqkm,15000700084216,95.57879997,da_distance,15000700084216,8.99419998,local_da_distance,da_distance,True,1824,94.87886990000001,9.579382373953276,distance_only,1824,94.87886990000001,9.579382373953276,match_usgs_areac,1824,94.87886990000001,9.579382373953276,min_areac_in_band,1824,94.87886990000001,9.579382373953276,match_nhd_tda_at_crosswalk,1824,94.87886990000001,9.579382373953276,nhd_gage_pick_fallback_dist,1824,94.87886990000001,9.579382373953276,nhd_local_pick_fallback_dist,,
02296223,1,1725,103.86006499999999,95.57879997,8.664332501139672,168.9549687031796,meta_drainage_area_sqkm,15000700084216,95.57879997,da_distance,15000700084216,8.99419998,local_da_distance,,True,1824,94.87886990000001,9.579382373953276,distance_only,1824,94.87886990000001,9.579382373953276,match_usgs_areac,1824,94.87886990000001,9.579382373953276,min_areac_in_band,1824,94.87886990000001,9.579382373953276,match_nhd_tda_at_crosswalk,1824,94.87886990000001,9.579382373953276,nhd_gage_pick_fallback_dist,1824,94.87886990000001,9.579382373953276,nhd_local_pick_fallback_dist,,
02296260,11,636,498.14349430000004,474.06600001,5.078932952266597,553.288100813392,meta_drainage_area_sqkm,15000700059561,474.06600001,da_distance,15000700059498,0.43880001,local_da_distance,da_distance,True,5735,0.4862286,0.5667484662576758,distance_only,645,495.8219111,5.10475587987659,match_usgs_areac,6481,0.4654032,0.5123535808540701,min_areac_in_band,3127,1.3889660000000001,0.10313794368946849,match_nhd_tda_at_crosswalk,5735,0.4862286,0.5667484662576758,nhd_gage_pick_fallback_dist,650,492.29154719999997,5.035775765572489,nhd_local_pick_gis,,
02296389,1,1038,176.0835783,,,173.93111475462075,meta_drainage_area_sqkm,15000700095014,140.644,da_distance,15000700095014,4.39960001,local_da_distance,da_distance,,1087,171.6912225,26.017085849107712,distance_only,1087,171.6912225,26.017085849107712,match_usgs_areac,1087,171.6912225,26.017085849107712,min_areac_in_band,1087,171.6912225,26.017085849107712,match_nhd_tda_at_crosswalk,1087,171.6912225,26.017085849107712,nhd_gage_pick_fallback_dist,1087,171.6912225,26.017085849107712,nhd_local_pick_fallback_dist,distance_only,26.017085849107712
02296500,8,535,862.7896136,798.89040008,7.998495602600972,864.2573604861224,meta_drainage_area_sqkm,15000700034124,805.45660007,da_distance,15000700034124,3.30700003,local_da_distance,da_distance,False,542,854.0592292,8.08767923911564,distance_only,535,862.7896136,7.998495602600972,match_usgs_areac,3576,3.6480729000000003,23.05862412905591,min_areac_in_band,535,862.7896136,7.998495602600972,match_nhd_tda_at_crosswalk,542,854.0592292,8.08767923911564,nhd_gage_pick_fallback_dist,542,854.0592292,8.08767923911564,nhd_local_pick_fallback_dist,,
02296525,3,242,3228.5101094,2873.30059969,12.362420755709428,3257.1980523767875,meta_drainage_area_sqkm,15000700010017,2880.53879968,da_distance,15000700010017,4.97399998,local_da_distance,,False,2813,2.2654451,0.054990283300980894,distance_only,242,3228.5101094,12.362420755709428,match_usgs_areac,3008,2.2627287999999997,0.014532796965455532,min_areac_in_band,3008,2.2627287999999997,0.014532796965455532,match_nhd_tda_at_crosswalk,2813,2.2654451,0.054990283300980894,nhd_gage_pick_fallback_dist,2813,2.2654451,0.054990283300980894,nhd_local_pick_fallback_dist,distance_only,0.054990283300980894
